prompt_id,prompt_sha1,prompt_len,instruction_template,use_case,n_interactions,share_within_template,n_sessions,n_users,use_case_mismatch_count,instruction_text,instruction_id,instruction_sha1,instruction_len
2df52d847c72d1f6b37061123acb53282123086b,ea733c780cb54724e7f468aee787582220c4a104,162,analytics_helper,brainstorming,156,0.1003215434083601,101,97,0,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",SP_ca1bb9120a23,ca1bb9120a23664b57e2cc37e43b8df7a43cafae,144
54f94ac4f6df7ccc4808605ae4fb839b7a1fbfb2,95ab088c59a1c77e680b2015d064083763a54d79,200,analytics_helper,coding_assistant,304,0.1954983922829582,181,149,0,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",SP_3eb46160306e,3eb46160306e8b6cbc4876b6be6abb4a89feb5cb,182
9716fa3b2c6fe39ac0f75ddaad781dfa757a0de9,831f6d7163e835f2ae48b7fad5d14c888b4eb8e2,180,analytics_helper,content_writing,265,0.1704180064308681,164,142,0,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",SP_19bb5b9b4167,19bb5b9b416700ffd6ae7da808da052b4b88e996,162
598eba0ae15195966a9835b68c542f0b34fb88e4,870199b7b6c71f24b69ba2e003e9912665961f01,181,analytics_helper,customer_support,465,0.2990353697749196,296,218,0,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",SP_afbdfcb7694b,afbdfcb7694bd84cf4db575f3c1eed266714bd35,163
fbaac57cdb64395ff60fbf79b148e22caaff1431,8177380ba6140d1707221fe0448c6c5ebfe3dd6e,186,analytics_helper,data_analysis,230,0.1479099678456591,156,129,0,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",SP_cf1ff26ed509,cf1ff26ed50940569363dfec41666e75134fe802,168
d33eca392020f2e6e14ec7fe3091a25b46d6bae1,be51d4bf1c96032df6056980c860280f4dcf817a,200,analytics_helper,internal_qa,135,0.0868167202572347,80,74,0,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",SP_127f482b9b39,127f482b9b39c39d3f33bfdd983eeac3ca08ad1f,182
9886b059d7fa547dc6fd91d4a5c80abdb317022d,748752d9486e458c47e547757a8c6e9dc80ad75f,167,code_assistant_secure,brainstorming,148,0.1033519553072625,102,95,0,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",SP_ca1bb9120a23,ca1bb9120a23664b57e2cc37e43b8df7a43cafae,144
52eadb52b3319d2dab569ce8fb653a0bee56a90f,2742f887959c5b8994039cb79405309f4360f93d,205,code_assistant_secure,coding_assistant,259,0.1808659217877095,167,140,0,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",SP_3eb46160306e,3eb46160306e8b6cbc4876b6be6abb4a89feb5cb,182
20f1dad1d39f7b8df6faaa166fe78024f8d03fd6,89edad7023e43caa6bd908f5ea5f2e10b9254144,185,code_assistant_secure,content_writing,238,0.1662011173184357,152,127,0,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",SP_19bb5b9b4167,19bb5b9b416700ffd6ae7da808da052b4b88e996,162
1a8e13c1d6c8047debb9a230bf3ae08524ccb884,9fd4013a273a6ed3ba09b87486c60071dae4c328,186,code_assistant_secure,customer_support,424,0.2960893854748603,297,213,0,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",SP_afbdfcb7694b,afbdfcb7694bd84cf4db575f3c1eed266714bd35,163
4e275efe35fdc513983e7d3f3ad32b50cc391969,9279ed25fc2169f91658f5c7a374fbfd4495103b,191,code_assistant_secure,data_analysis,236,0.164804469273743,159,133,0,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",SP_cf1ff26ed509,cf1ff26ed50940569363dfec41666e75134fe802,168
aa53b49d0d254b7716206a79226e020b55eab93b,2f6de51166f4b3262d1f4e4b0df2b4c3d5cc5edb,205,code_assistant_secure,internal_qa,127,0.0886871508379888,84,76,0,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",SP_127f482b9b39,127f482b9b39c39d3f33bfdd983eeac3ca08ad1f,182
6f52c3b4cdce68aa614a61f324617ae8d0e91690,576ba7b093d2813c1430e6be848aa6e33ce0e2b2,161,creative_writer,brainstorming,160,0.1075991930060524,107,101,0,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",SP_ca1bb9120a23,ca1bb9120a23664b57e2cc37e43b8df7a43cafae,144
83c939e9b891e505ac06548e158556e919317a64,83041b1ce7dfe7d1105b853928932b0e86617994,199,creative_writer,coding_assistant,266,0.1788836583725622,183,156,0,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",SP_3eb46160306e,3eb46160306e8b6cbc4876b6be6abb4a89feb5cb,182
469eb15f8b08d9b4130e14a6c3888f14e335a854,d38fddace1c5407820f26c0246397308f35616de,179,creative_writer,content_writing,242,0.1627437794216543,160,133,0,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",SP_19bb5b9b4167,19bb5b9b416700ffd6ae7da808da052b4b88e996,162
7a490bfafd7436aea43a528e9fe4cb6db10b9a6b,a18b08cd0d04892f06fdf95aedbc24a1460490fa,180,creative_writer,customer_support,445,0.2992602555480834,290,211,0,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",SP_afbdfcb7694b,afbdfcb7694bd84cf4db575f3c1eed266714bd35,163
814335a175319858ca540d38bfcac020ec643c3f,2f72ff388ddc157ee9f28ed93e081c491dd14934,185,creative_writer,data_analysis,248,0.1667787491593813,163,141,0,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",SP_cf1ff26ed509,cf1ff26ed50940569363dfec41666e75134fe802,168
3ee501c0eea07616af572d79e74d4f247c4b4851,4e85511e8742b897bfc5d380c658596a0aff0b49,199,creative_writer,internal_qa,126,0.0847343644922663,93,84,0,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",SP_127f482b9b39,127f482b9b39c39d3f33bfdd983eeac3ca08ad1f,182
62cac6cf36e4ae3f199823b7f2ca46aa5e4a0aa7,f62012ce1473887f86ea712364b6502dc15120f3,163,general_assistant,brainstorming,138,0.0936863543788187,94,89,0,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",SP_ca1bb9120a23,ca1bb9120a23664b57e2cc37e43b8df7a43cafae,144
3ddc6acb5986d68a027a4c760a5adfbe894b8deb,fd2aa59c59e72c793732f06448e349ce6b09dc9c,201,general_assistant,coding_assistant,281,0.1907671418873048,188,156,0,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",SP_3eb46160306e,3eb46160306e8b6cbc4876b6be6abb4a89feb5cb,182
a1c74d04f735d164fdc621e3ce3d5bfea1026243,653a05ef5a75d9be1fdf34dd73f342b48286fdda,181,general_assistant,content_writing,241,0.163611676849966,157,134,0,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",SP_19bb5b9b4167,19bb5b9b416700ffd6ae7da808da052b4b88e996,162
a52fb80193c7c0769c0836852624f4b025a04d2a,f40cfb6a37107e6be5da4804d46de7a1eab12022,182,general_assistant,customer_support,449,0.3048200950441276,289,203,0,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",SP_afbdfcb7694b,afbdfcb7694bd84cf4db575f3c1eed266714bd35,163
0af51e7e9a94eeacb4db5e80369428b0b639dc4e,47dee55f48400485c09abbf5f4a8a6b26c97bd4a,187,general_assistant,data_analysis,238,0.1615750169721656,157,131,0,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",SP_cf1ff26ed509,cf1ff26ed50940569363dfec41666e75134fe802,168
7cd4f5f09ad56cc7a4cac3fea1f795d4e2ccc742,b723c4cc139c2428452a0ee45a429304118af3b3,201,general_assistant,internal_qa,126,0.0855397148676171,86,78,0,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",SP_127f482b9b39,127f482b9b39c39d3f33bfdd983eeac3ca08ad1f,182
64f5ffde54eb84c78cab2d2147174c299cd15237,fc24da30796d4a6943eff5ebc531eae581dbdfb1,164,internal_policy_qa,brainstorming,154,0.0996763754045307,105,100,0,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",SP_ca1bb9120a23,ca1bb9120a23664b57e2cc37e43b8df7a43cafae,144
f84eff1764fee544ced395082209fcd5e43e6a0c,f253e609f40e478bd8e632ed3701470db62b967c,202,internal_policy_qa,coding_assistant,307,0.1987055016181229,181,146,0,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",SP_3eb46160306e,3eb46160306e8b6cbc4876b6be6abb4a89feb5cb,182
db47a2ba00ac8f8120dcd2fd47d3648a8f594c66,2b29f10dae18c7de8b5a72ffce8e212ae4b1dfcf,182,internal_policy_qa,content_writing,219,0.141747572815534,153,132,0,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",SP_19bb5b9b4167,19bb5b9b416700ffd6ae7da808da052b4b88e996,162
03bf57d7adc83026d525c8192379aa203b71e1eb,40442f7e1d8a6d9d53cd04c8d074e59fb4ecdb45,183,internal_policy_qa,customer_support,470,0.3042071197411003,296,218,0,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",SP_afbdfcb7694b,afbdfcb7694bd84cf4db575f3c1eed266714bd35,163
62646e5a7026d4f68ab1867a730451326aa3b664,6bffd2135a4d1ba99458192c5a61987f89034279,188,internal_policy_qa,data_analysis,249,0.1611650485436893,160,138,0,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",SP_cf1ff26ed509,cf1ff26ed50940569363dfec41666e75134fe802,168
8ad879fd7895b38236ec6ff25a956251dc06e51b,9bd0984b6e8d1291751bc5818ba312e233bfe399,202,internal_policy_qa,internal_qa,146,0.0944983818770226,93,86,0,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",SP_127f482b9b39,127f482b9b39c39d3f33bfdd983eeac3ca08ad1f,182
e3da6c15e87a6fab71f2d2b735988233f5d1f30b,5df15b3dc3d9079ce87b4a5d532510eb4137d56b,160,support_strict,brainstorming,153,0.1014588859416445,92,86,0,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",SP_ca1bb9120a23,ca1bb9120a23664b57e2cc37e43b8df7a43cafae,144
da34aac46ee8d6d44012043be92e33884c6b4920,8b239dfc1ecf4543f482402c6fd9dd010400b60f,198,support_strict,coding_assistant,264,0.1750663129973474,177,153,0,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",SP_3eb46160306e,3eb46160306e8b6cbc4876b6be6abb4a89feb5cb,182
75b7366387b6cf4f5631ec9dd298a359e5bb9c1d,f0e91187e2833c00812750874400dee79212e10c,178,support_strict,content_writing,236,0.156498673740053,149,127,0,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",SP_19bb5b9b4167,19bb5b9b416700ffd6ae7da808da052b4b88e996,162
d029d0919f8e306d09ca7001d500c1e6f1c81007,3b48353cccdafd87566dbdc376844a302d54318c,179,support_strict,customer_support,470,0.3116710875331565,297,214,0,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",SP_afbdfcb7694b,afbdfcb7694bd84cf4db575f3c1eed266714bd35,163
a15ac130f4f428f0efac738d5c68655674fccc6e,3426dfb90586d522d6931427922e2a3521077c98,184,support_strict,data_analysis,253,0.1677718832891246,159,132,0,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",SP_cf1ff26ed509,cf1ff26ed50940569363dfec41666e75134fe802,168
4e3bb3b7c597daf93de3f611632f4c56cefdec0e,d291af8c71c3be7e51ff4aba58e5827418ae6530,198,support_strict,internal_qa,132,0.0875331564986737,91,85,0,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",SP_127f482b9b39,127f482b9b39c39d3f33bfdd983eeac3ca08ad1f,182
